,Begin Time,Duration,End Time,Nr,ORT
1865,665080.0,390.0,665470.0,1759,caso
1866,665470.0,270.0,665740.0,1760,<inspiration>
1867,665740.0,130.0,665870.0,1761,un
1868,665870.0,760.0,666630.0,1762,materiale
1869,666630.0,520.0,667150.0,1763,povero
1870,667150.0,400.0,667550.0,1764,<inspiration>
1871,667550.0,670.0,668220.0,1765,l'artista
1872,668220.0,170.0,668390.0,1766,che
1873,668390.0,173.0,668563.0,1767,li
1874,668563.0,597.0,669160.0,1768,realizzò
1875,669160.0,116.0,669276.0,1769,è
1876,669276.0,457.0,669733.0,1770,Giuseppe
1877,669733.0,787.0,670520.0,1771,Sanmartino
1878,670520.0,131.0,670651.0,1772,<sp>
1879,670651.0,127.0,670778.0,1773,non
1880,670778.0,147.0,670925.0,1774,so
1881,670925.0,111.0,671036.0,1775,se
1882,671036.0,534.0,671570.0,1776,conoscete
1883,671570.0,60.0,671630.0,1777,il
1884,671630.0,236.0,671866.0,1778,nome
1885,671866.0,34.0,671900.0,1779,è
1886,671900.0,510.0,672410.0,1780,colui/
1887,672410.0,114.0,672524.0,1781,<vocal>
1888,672524.0,341.0,672865.0,1782,passa
1889,672865.0,235.0,673100.0,1783,per
1890,673100.0,212.0,673312.0,1784,per
1891,673312.0,118.0,673430.0,1785,i
1892,673430.0,409.0,673839.0,1786,più /
1893,673839.0,191.0,674030.0,1787,<sp>
1894,674030.0,738.0,674768.0,1788,<ehm>
1895,674768.0,393.0,675161.0,1789,colui
1896,675161.0,79.0,675240.0,1790,che
1897,675240.0,228.0,675468.0,1791,ha
1898,675468.0,692.0,676160.0,1792,realizzato
1899,676160.0,80.0,676240.0,1793,il
1900,676240.0,327.0,676567.0,1794,Cristo
1901,676567.0,433.0,677000.0,1795,Velato
1902,677000.0,230.0,677230.0,1796,nella
1903,677230.0,770.0,678000.0,1797,cappella
1904,,,,1797,<aa>
1905,678000.0,288.0,678288.0,1798,<inspiration>
1906,678288.0,182.0,678470.0,1799,nella
1907,678470.0,366.0,678836.0,1800,Cappella
1908,678836.0,594.0,679430.0,1801,Sansevero
1909,679430.0,90.0,679520.0,1802,<sp>
1910,679520.0,170.0,679690.0,1803,però
1911,679690.0,80.0,679770.0,1804,in
1912,679770.0,355.0,680125.0,1805,realtà
1913,680125.0,271.0,680396.0,1806,anche
1914,680396.0,341.0,680737.0,1807,qui
1915,680737.0,283.0,681020.0,1808,<inspiration>
1916,681020.0,220.0,681240.0,1809,<ehm>
1917,681240.0,128.0,681368.0,1810,in
1918,681368.0,512.0,681880.0,1811,chiesa
1919,681880.0,239.0,682119.0,1812,<tongue-click>
1920,682119.0,458.0,682577.0,1813,e
1921,,,,1813,<ee>
1922,682577.0,93.0,682670.0,1814,in
1923,682670.0,428.0,683098.0,1815,Certosa
1924,683098.0,372.0,683470.0,1816,abbiamo
1925,683470.0,340.0,683810.0,1817,varie
1926,683810.0,630.0,684440.0,1818,sue
1927,,,,1818,<ee>
1928,684440.0,320.0,684760.0,1819,<inspiration>
1929,684760.0,270.0,685030.0,1820,sue
1930,685030.0,410.0,685440.0,1821,opere
1931,685440.0,290.0,685730.0,1822,<inspiration>
1932,685730.0,219.0,685949.0,1823,tra
1933,685949.0,773.0,686722.0,1824,un attimo
1934,686722.0,270.0,686992.0,1825,<sp>
1935,686992.0,428.0,687420.0,1826,<ehm>
1936,687420.0,162.0,687582.0,1827,ci
1937,687582.0,1018.0,688600.0,1828,sposteremo
1938,688600.0,329.0,688929.0,1829,<sp>
1939,688929.0,221.0,689150.0,1830,alle
1940,689150.0,810.0,689960.0,1831,spalle
1941,689960.0,794.0,690754.0,1832,dell'altare
1942,690754.0,156.0,690910.0,1833,per
1943,690910.0,666.0,691576.0,1834,visitare
1944,691576.0,83.0,691659.0,1835,<sp>
1945,691659.0,118.0,691777.0,1836,il
1946,691777.0,393.0,692170.0,1837,coro
