,ANNOTATION_ID,CVE_REF,TIME_SLOT_REF1,TIME_SLOT_REF2,LINGUISTIC_TYPE_REF,TIER_ID,PARENT_REF,annotation
6727,a35495,,ts2665,ts2666,default-lt,phn,,t
6728,a35496,,ts2667,ts2670,default-lt,phn,,O
6729,a35497,,ts2671,ts2672,default-lt,phn,,r
6730,a35498,,ts2673,ts2678,default-lt,phn,,ja
6731,a35499,,ts2679,ts2682,default-lt,phn,,d
6732,a35500,,ts2683,ts2690,default-lt,phn,,e@
6733,a35501,,ts2691,ts2699,default-lt,phn,,S
6734,a35502,,ts2700,ts2701,default-lt,phn,,e
6735,a35503,,ts2702,ts2705,default-lt,phn,,4
6736,a35504,,ts2706,ts2709,default-lt,phn,,t
6737,a35505,,ts2710,ts2713,default-lt,phn,,o
6738,a35506,,ts2714,ts2717,default-lt,phn,,s
6739,a35507,,ts2718,ts2724,default-lt,phn,,i
6740,a35508,,ts2725,ts2726,default-lt,phn,,n
6741,a35509,,ts2727,ts2731,default-lt,phn,,i~
6742,a35510,,ts2753,ts2757,default-lt,phn,,e
6743,a35511,,ts2758,ts2763,default-lt,phn,,$kk
6744,a35512,,ts2764,ts2765,default-lt,phn,,wi
6745,a35513,,ts2766,ts2773,default-lt,phn,,n
6746,a35514,,ts2774,ts2775,default-lt,phn,,d
6747,a35515,,ts2776,ts2787,default-lt,phn,,i
6748,a35516,,ts2796,ts2806,default-lt,phn,,#@
6749,a35517,,ts2807,ts2812,default-lt,phn,,k
6750,a35518,,ts2813,ts2818,default-lt,phn,,we
6751,a35519,,ts2819,ts2822,default-lt,phn,,s
6752,a35520,,ts2823,ts2824,default-lt,phn,,D
6753,a35521,,ts2825,ts2828,default-lt,phn,,a
6754,a35522,,ts2829,ts2832,default-lt,phn,,s
6755,a35523,,ts2833,ts2835,default-lt,phn,,t
6756,a35524,,ts2836,ts2839,default-lt,phn,,O
6757,a35525,,ts2840,ts2842,default-lt,phn,,r-j
6758,a35526,,ts2843,ts2851,default-lt,phn,,!a
6759,a35527,,ts2852,ts2857,default-lt,phn,,s
6760,a35528,,ts2858,ts2865,default-lt,phn,,i
6761,a35529,,ts2866,ts2869,default-lt,phn,,s
6762,a35530,,ts2870,ts2873,default-lt,phn,,n
6763,a35531,,ts2874,ts2877,default-lt,phn,,o~
6764,a35532,,ts2878,ts2881,default-lt,phn,,d
6765,a35533,,ts2882,ts2893,default-lt,phn,,a
6766,a35534,,ts2894,ts2898,default-lt,phn,,tt
6767,a35535,,ts2899,ts2900,default-lt,phn,,r
6768,a35536,,ts2901,ts2904,default-lt,phn,,a
6769,a35537,,ts2905,ts2908,default-lt,phn,,v
6770,a35538,,ts2909,ts2911,default-lt,phn,,E
6771,a35539,,ts2912,ts2915,default-lt,phn,,r
6772,a35540,,ts2916,ts2918,default-lt,phn,,s
6773,a35541,,ts2919,ts2924,default-lt,phn,,!o
6774,a35542,,ts2925,ts2936,default-lt,phn,,G
6775,a35543,,ts2937,ts2938,default-lt,phn,,we
6776,a35544,,ts2939,ts2942,default-lt,phn,,ll
6777,a35545,,ts2943,ts2951,default-lt,phn,,i
6778,a35546,,ts2952,ts2954,default-lt,phn,,G
6779,a35547,,ts2955,ts2961,default-lt,phn,,E
6780,a35548,,ts2962,ts2963,default-lt,phn,,r
6781,a35549,,ts2964,ts2967,default-lt,phn,,!a
6782,a35550,,ts2968,ts2969,default-lt,phn,,n
6783,a35551,,ts2970,ts2973,default-lt,phn,,O
6784,a35552,,ts2974,ts2983,default-lt,phn,,LL
6785,a35553,,ts2984,ts2987,default-lt,phn,,ja
6786,a35554,,ts2988,ts2991,default-lt,phn,,m
6787,a35555,,ts2992,ts2994,default-lt,phn,,b
6788,a35556,,ts2995,ts2999,default-lt,phn,,je
6789,a35557,,ts3000,ts3003,default-lt,phn,,n
6790,a35558,,ts3004,ts3006,default-lt,phn,,t
6791,a35559,,ts3007,ts3012,default-lt,phn,,i
6792,a35560,,ts3013,ts3021,default-lt,phn,,k_f
6793,a35561,,ts3022,ts3028,default-lt,phn,,e
6794,a35562,,ts3029,ts3030,default-lt,phn,,k
6795,a35563,,ts3031,ts3032,default-lt,phn,,w!e
6796,a35564,,ts3033,ts3036,default-lt,phn,,s
6797,a35565,,ts3037,ts3038,default-lt,phn,,t_f
6798,a35566,,ts3039,ts3045,default-lt,phn,,i
6799,a35567,,ts3046,ts3052,default-lt,phn,,m
6800,a35568,,ts3053,ts3056,default-lt,phn,,O
6801,a35569,,ts3057,ts3058,default-lt,phn,,n
6802,a35570,,ts3059,ts3062,default-lt,phn,,a
6803,a35571,,ts3063,ts3065,default-lt,phn,,S
6804,a35572,,ts3066,ts3076,default-lt,phn,,i
6805,a35573,,ts3082,ts3085,default-lt,phn,,a
6806,a35574,,ts3086,ts3091,default-lt,phn,,$bb
6807,a35575,,ts3092,ts3095,default-lt,phn,,i
6808,a35576,,ts3096,ts3099,default-lt,phn,,t
6809,a35577,,ts3100,ts3103,default-lt,phn,,a
6810,a35578,,ts3104,ts3107,default-lt,phn,,v
6811,a35579,,ts3108,ts3114,default-lt,phn,,a
6812,a35580,,ts3115,ts3117,default-lt,phn,,n
6813,a35581,,ts3118,ts3122,default-lt,phn,,O
6814,a35582,,ts3149,ts3150,default-lt,phn,,p
6815,a35583,,ts3151,ts3158,default-lt,phn,,E
6816,a35584,,ts3159,ts3162,default-lt,phn,,r
6817,a35585,,ts3163,ts3167,default-lt,phn,,O
6818,a35586,,ts3168,ts3172,default-lt,phn,,p
6819,a35587,,ts3173,ts3185,default-lt,phn,,O!i-n
6820,a35588,,ts3186,ts3191,default-lt,phn,,$rr
6821,a35589,,ts3192,ts3195,default-lt,phn,,!ea
6822,a35590,,ts3196,ts3199,default-lt,phn,,l
6823,a35591,,ts3200,ts3201,default-lt,phn,,t
6824,a35592,,ts3202,ts3218,default-lt,phn,,a
6825,a35593,,ts3219,ts3224,default-lt,phn,,G
6826,a35594,,ts3225,ts3228,default-lt,phn,,o
6827,a35595,,ts3229,ts3231,default-lt,phn,,m
6828,a35596,,ts3232,ts3238,default-lt,phn,,e
6829,a35597,,ts3239,ts3240,default-lt,phn,,d
6830,a35598,,ts3241,ts3242,default-lt,phn,,i
6831,a35599,,ts3243,ts3246,default-lt,phn,,S
6832,a35600,,ts3247,ts3266,default-lt,phn,,#E
6833,a35601,,ts3267,ts3271,default-lt,phn,,l
6834,a35602,,ts3272,ts3287,default-lt,phn,,#a
6835,a35603,,ts3288,ts3296,default-lt,phn,,l
6836,a35604,,ts3297,ts3304,default-lt,phn,,#a
6837,a35605,,ts3305,ts3308,default-lt,phn,,d
6838,a35606,,ts3309,ts3312,default-lt,phn,,i
6839,a35607,,ts3313,ts3314,default-lt,phn,,S
6840,a35608,,ts3315,ts3318,default-lt,phn,,i
6841,a35609,,ts3319,ts3321,default-lt,phn,,t_f
6842,a35610,,ts3322,ts3325,default-lt,phn,,u
6843,a35611,,ts3326,ts3328,default-lt,phn,,r
6844,a35612,,ts3329,ts3332,default-lt,phn,,a
6845,a35613,,ts3333,ts3336,default-lt,phn,,s
6846,a35614,,ts3337,ts3339,default-lt,phn,,t_f
6847,a35615,,ts3340,ts3341,default-lt,phn,,e
6848,a35616,,ts3342,ts3348,default-lt,phn,,ss
6849,a35617,,ts3349,ts3354,default-lt,phn,,a
6850,a35618,,ts3355,ts3357,default-lt,phn,,D
6851,a35619,,ts3358,ts3359,default-lt,phn,,!e
6852,a35620,,ts3360,ts3365,default-lt,phn,,l
6853,a35621,,ts3366,ts3368,default-lt,phn,,m
6854,a35622,,ts3369,ts3372,default-lt,phn,,u
6855,a35623,,ts3373,ts3376,default-lt,phn,,s
6856,a35624,,ts3377,ts3392,default-lt,phn,,Eo
6857,a35625,,ts3393,ts3398,default-lt,phn,,ddZ
6858,a35626,,ts3399,ts3400,default-lt,phn,,i
6859,a35627,,ts3401,ts3406,default-lt,phn,,ddZ
6860,a35628,,ts3407,ts3408,default-lt,phn,,o
6861,a35629,,ts3409,ts3414,default-lt,phn,,r
6862,a35630,,ts3415,ts3418,default-lt,phn,,n
6863,a35631,,ts3419,ts3424,default-lt,phn,,O
6864,a35632,,ts3425,ts3430,default-lt,phn,,n
6865,a35633,,ts3431,ts3434,default-lt,phn,,!O~
6866,a35634,,ts3435,ts3439,default-lt,phn,,n
6867,a35635,,ts3440,ts3441,default-lt,phn,,E
6868,a35636,,ts3442,ts3450,default-lt,phn,,$ss
6869,a35637,,ts3451,ts3454,default-lt,phn,,o
6870,a35638,,ts3455,ts3458,default-lt,phn,,l
6871,a35639,,ts3459,ts3464,default-lt,phn,,o
6872,a35640,,ts3465,ts3468,default-lt,phn,,S
6873,a35641,,ts3469,ts3470,default-lt,phn,,e
6874,a35642,,ts3471,ts3475,default-lt,phn,,r
6875,a35643,,ts3476,ts3484,default-lt,phn,,t
6876,a35644,,ts3485,ts3488,default-lt,phn,,o
6877,a35645,,ts3489,ts3491,default-lt,phn,,z
6878,a35646,,ts3492,ts3503,default-lt,phn,,a
6879,a35647,,ts3504,ts3507,default-lt,phn,,m
6880,a35648,,ts3508,ts3518,default-lt,phn,,a~Ea
6881,a35649,,ts3519,ts3522,default-lt,phn,,N
6882,a35650,,ts3523,ts3524,default-lt,phn,,k
6883,a35651,,ts3525,ts3530,default-lt,phn,,e
6884,a35652,,ts3531,ts3533,default-lt,phn,,m
6885,a35653,,ts3534,ts3537,default-lt,phn,,u
6886,a35654,,ts3538,ts3541,default-lt,phn,,s
6887,a35655,,ts3542,ts3547,default-lt,phn,,E@
6888,a35656,,ts3548,ts3550,default-lt,phn,,n
6889,a35657,,ts3551,ts3553,default-lt,phn,,a
6890,a35658,,ts3554,ts3560,default-lt,phn,,tts
6891,a35659,,ts3561,ts3564,default-lt,phn,,!j!o
6892,a35660,,ts3565,ts3566,default-lt,phn,,n
6893,a35661,,ts3567,ts3570,default-lt,phn,,a
6894,a35662,,ts3571,ts3572,default-lt,phn,,l
6895,a35663,,ts3573,ts3577,default-lt,phn,,e
6896,a35664,,ts3588,ts3593,default-lt,phn,,s
6897,a35665,,ts3594,ts3595,default-lt,phn,,i
6898,a35666,,ts3596,ts3599,default-lt,phn,,JJ
6899,a35667,,ts3600,ts3603,default-lt,phn,,i
6900,a35668,,ts3604,ts3605,default-lt,phn,,f
6901,a35669,,ts3606,ts3609,default-lt,phn,,i
6902,a35670,,ts3610,ts3612,default-lt,phn,,k
6903,a35671,,ts3613,ts3622,default-lt,phn,,a
6904,a35672,,ts3623,ts3628,default-lt,phn,,G
6905,a35673,,ts3629,ts3634,default-lt,phn,,e
6906,a35674,,ts3635,ts3639,default-lt,phn,,k
6907,a35675,,ts3640,ts3641,default-lt,phn,,we
6908,a35676,,ts3642,ts3645,default-lt,phn,,s
6909,a35677,,ts3646,ts3648,default-lt,phn,,t_f
6910,a35678,,ts3649,ts3655,default-lt,phn,,o
6911,a35679,,ts3656,ts3658,default-lt,phn,,l
6912,a35680,,ts3659,ts3662,default-lt,phn,,wO
6913,a35681,,ts3663,ts3665,default-lt,phn,,g
6914,a35682,,ts3666,ts3670,default-lt,phn,,O
6915,a35683,,ts3684,ts3695,default-lt,phn,,e
6916,a35684,,ts3696,ts3697,default-lt,phn,,r
6917,a35685,,ts3698,ts3701,default-lt,phn,,E!a
6918,a35686,,ts3702,ts3705,default-lt,phn,,l
6919,a35687,,ts3706,ts3708,default-lt,phn,,t
6920,a35688,,ts3709,ts3714,default-lt,phn,,#a
6921,a35689,,ts3715,ts3720,default-lt,phn,,?
6922,a35690,,ts3721,ts3730,default-lt,phn,,a
6923,a35691,,ts3731,ts3734,default-lt,phn,,$pp
6924,a35692,,ts3735,ts3736,default-lt,phn,,a
6925,a35693,,ts3737,ts3740,default-lt,phn,,r
6926,a35694,,ts3741,ts3743,default-lt,phn,,t
6927,a35695,,ts3744,ts3747,default-lt,phn,,i
6928,a35696,,ts3748,ts3750,default-lt,phn,,@
6929,a35697,,ts3751,ts3756,default-lt,phn,,E
6930,a35698,,ts3757,ts3760,default-lt,phn,,d
6931,a35699,,ts3761,ts3762,default-lt,phn,,a
6932,a35700,,ts3763,ts3769,default-lt,phn,,LL
6933,a35701,,ts3770,ts3773,default-lt,phn,,ja
6934,a35702,,ts3774,ts3778,default-lt,phn,,nn
6935,a35703,,ts3779,ts3784,default-lt,phn,,i
6936,a35704,,ts3785,ts3788,default-lt,phn,,s
6937,a35705,,ts3789,ts3790,default-lt,phn,,e
6938,a35706,,ts3791,ts3796,default-lt,phn,,ss
6939,a35707,,ts3797,ts3798,default-lt,phn,,a
6940,a35708,,ts3799,ts3802,default-lt,phn,,n
6941,a35709,,ts3803,ts3805,default-lt,phn,,t
6942,a35710,,ts3806,ts3811,default-lt,phn,,a
6943,a35711,,ts3812,ts3813,default-lt,phn,,d
6944,a35712,,ts3814,ts3815,default-lt,phn,,e
6945,a35713,,ts3816,ts3821,default-lt,phn,,l
6946,a35714,,ts3822,ts3824,default-lt,phn,,m
6947,a35715,,ts3825,ts3826,default-lt,phn,,i
6948,a35716,,ts3827,ts3831,default-lt,phn,,ll
6949,a35717,,ts3832,ts3833,default-lt,phn,,jo
6950,a35718,,ts3834,ts3838,default-lt,phn,,tt
6951,a35719,,ts3839,ts3842,default-lt,phn,,o
6952,a35720,,ts3843,ts3846,default-lt,phn,,S
6953,a35721,,ts3847,ts3848,default-lt,phn,,E
6954,a35722,,ts3849,ts3852,default-lt,phn,,n
6955,a35723,,ts3853,ts3855,default-lt,phn,,t
6956,a35724,,ts3856,ts3871,default-lt,phn,,!oE
6957,a35725,,ts3872,ts3876,default-lt,phn,,$dd
6958,a35726,,ts3877,ts3881,default-lt,phn,,i
6959,a35727,,ts3882,ts3886,default-lt,phn,,v
6960,a35728,,ts3887,ts3888,default-lt,phn,,e
6961,a35729,,ts3889,ts3892,default-lt,phn,,n
6962,a35730,,ts3893,ts3894,default-lt,phn,,t
6963,a35731,,ts3895,ts3898,default-lt,phn,,a
6964,a35732,,ts3899,ts3904,default-lt,phn,,t
6965,a35733,,ts3905,ts3911,default-lt,phn,,Oa~
6966,a35734,,ts3912,ts3915,default-lt,phn,,N
6967,a35735,,ts3916,ts3917,default-lt,phn,,k
6968,a35736,,ts3918,ts3923,default-lt,phn,,e
6969,a35737,,ts3924,ts3925,default-lt,phn,,m
6970,a35738,,ts3926,ts3929,default-lt,phn,,!u
6971,a35739,,ts3930,ts3931,default-lt,phn,,s
6972,a35740,,ts3932,ts3943,default-lt,phn,,EO
6973,a35741,,ts3957,ts3969,default-lt,phn,,e
6974,a35742,,ts3978,ts3990,default-lt,phn,,#@
6975,a35743,,ts3991,ts3995,default-lt,phn,,a
6976,a35744,,ts3996,ts4000,default-lt,phn,,ll
6977,a35745,,ts4001,ts4004,default-lt,phn,,E
6978,a35746,,ts4005,ts4007,default-lt,phn,,p
6979,a35747,,ts4008,ts4011,default-lt,phn,,o
6980,a35748,,ts4012,ts4015,default-lt,phn,,k
6981,a35749,,ts4016,ts4033,default-lt,phn,,#a
6982,a35750,,ts4034,ts4049,default-lt,phn,,@
6983,a35751,,ts4050,ts4056,default-lt,phn,,s
6984,a35752,,ts4057,ts4060,default-lt,phn,,!i
6985,a35753,,ts4061,ts4065,default-lt,phn,,$SS
6986,a35754,,ts4066,ts4067,default-lt,phn,,e
6987,a35755,,ts4068,ts4069,default-lt,phn,,l
6988,a35756,,ts4070,ts4075,default-lt,phn,,dz
6989,a35757,,ts4076,ts4079,default-lt,phn,,E
6990,a35758,,ts4080,ts4087,default-lt,phn,,l
6991,a35759,,ts4088,ts4091,default-lt,phn,,m
6992,a35760,,ts4092,ts4095,default-lt,phn,,u
6993,a35761,,ts4096,ts4098,default-lt,phn,,s
6994,a35762,,ts4099,ts4106,default-lt,phn,,E!o
6995,a35763,,ts4107,ts4110,default-lt,phn,,d
6996,a35764,,ts4111,ts4116,default-lt,phn,,i
6997,a35765,,ts4117,ts4119,default-lt,phn,,s
6998,a35766,,ts4120,ts4121,default-lt,phn,,a-n
6999,a35767,,ts4122,ts4128,default-lt,phn,,$mm
7000,a35768,,ts4129,ts4130,default-lt,phn,,a
7001,a35769,,ts4131,ts4134,default-lt,phn,,r
7002,a35770,,ts4135,ts4138,default-lt,phn,,t
7003,a35771,,ts4139,ts4142,default-lt,phn,,i
7004,a35772,,ts4143,ts4146,default-lt,phn,,n
7005,a35773,,ts4147,ts4153,default-lt,phn,,o
7006,a35774,,ts4154,ts4157,default-lt,phn,,G
7007,a35775,,ts4158,ts4161,default-lt,phn,,o~
7008,a35776,,ts4162,ts4165,default-lt,phn,,m
7009,a35777,,ts4166,ts4171,default-lt,phn,,E
7010,a35778,,ts4172,ts4175,default-lt,phn,,n
7011,a35779,,ts4176,ts4179,default-lt,phn,,O
7012,a35780,,ts4180,ts4184,default-lt,phn,,m
7013,a35781,,ts4185,ts4190,default-lt,phn,,!u-n
7014,a35782,,ts4191,ts4192,default-lt,phn,,m
7015,a35783,,ts4193,ts4196,default-lt,phn,,!u
7016,a35784,,ts4197,ts4198,default-lt,phn,,s
7017,a35785,,ts4199,ts4207,default-lt,phn,,Eo
7018,a35786,,ts4208,ts4210,default-lt,phn,,k
7019,a35787,,ts4211,ts4214,default-lt,phn,,wa
7020,a35788,,ts4215,ts4217,default-lt,phn,,l
7021,a35789,,ts4218,ts4219,default-lt,phn,,u
7022,a35790,,ts4220,ts4223,default-lt,phn,,N
7023,a35791,,ts4224,ts4226,default-lt,phn,,k
7024,a35792,,ts4227,ts4231,default-lt,phn,,wE
7025,a35793,,ts4239,ts4242,default-lt,phn,,m
7026,a35794,,ts4243,ts4248,default-lt,phn,,a
7027,a35795,,ts4249,ts4251,default-lt,phn,,k
7028,a35796,,ts4252,ts4255,default-lt,phn,,o
7029,a35797,,ts4256,ts4260,default-lt,phn,,m-e
7030,a35798,,ts4261,ts4264,default-lt,phn,,!u
7031,a35799,,ts4265,ts4270,default-lt,phn,,m
7032,a35800,,ts4271,ts4272,default-lt,phn,,l
7033,a35801,,ts4273,ts4276,default-lt,phn,,wO
7034,a35802,,ts4277,ts4280,default-lt,phn,,g
7035,a35803,,ts4281,ts4290,default-lt,phn,,o
7036,a35804,,ts4291,ts4295,default-lt,phn,,k
7037,a35805,,ts4296,ts4305,default-lt,phn,,e
7038,a35806,,ts4313,ts4323,default-lt,phn,,@
7039,a35807,,ts4324,ts4328,default-lt,phn,,d
7040,a35808,,ts4329,ts4332,default-lt,phn,,o
7041,a35809,,ts4333,ts4335,default-lt,phn,,v
7042,a35810,,ts4336,ts4339,default-lt,phn,,e
7043,a35811,,ts4340,ts4343,default-lt,phn,,v
7044,a35812,,ts4344,ts4350,default-lt,phn,,#a
7045,a35813,,ts4363,ts4374,default-lt,phn,,#@
7046,a35814,,ts4375,ts4378,default-lt,phn,,d
7047,a35815,,ts4379,ts4382,default-lt,phn,,i
7048,a35816,,ts4383,ts4385,default-lt,phn,,v
7049,a35817,,ts4386,ts4387,default-lt,phn,,e
7050,a35818,,ts4388,ts4391,default-lt,phn,,n
7051,a35819,,ts4392,ts4395,default-lt,phn,,t
7052,a35820,,ts4396,ts4399,default-lt,phn,,a
7053,a35821,,ts4400,ts4402,default-lt,phn,,r
7054,a35822,,ts4403,ts4409,default-lt,phn,,e
7055,a35823,,ts4410,ts4413,default-lt,phn,,d
7056,a35824,,ts4414,ts4419,default-lt,phn,,i
7057,a35825,,ts4420,ts4421,default-lt,phn,,f
7058,a35826,,ts4422,ts4423,default-lt,phn,,#a
7059,a35827,,ts4424,ts4427,default-lt,phn,,tt
7060,a35828,,ts4428,ts4432,default-lt,phn,,O-i
7061,a35829,,ts4433,ts4438,default-lt,phn,,l
7062,a35830,,ts4439,ts4441,default-lt,phn,,m
7063,a35831,,ts4442,ts4445,default-lt,phn,,u
7064,a35832,,ts4446,ts4448,default-lt,phn,,s
7065,a35833,,ts4449,ts4457,default-lt,phn,,EO
7066,a35834,,ts4458,ts4460,default-lt,phn,,S
7067,a35835,,ts4461,ts4464,default-lt,phn,,i
7068,a35836,,ts4465,ts4468,default-lt,phn,,v
7069,a35837,,ts4469,ts4472,default-lt,phn,,i
7070,a35838,,ts4473,ts4476,default-lt,phn,,k
7071,a35839,,ts4477,ts4482,default-lt,phn,,o
7072,a35840,,ts4483,ts4486,default-lt,phn,,d
7073,a35841,,ts4487,ts4492,default-lt,phn,,i~
7074,a35842,,ts4493,ts4494,default-lt,phn,,n
7075,a35843,,ts4495,ts4498,default-lt,phn,,a
7076,a35844,,ts4499,ts4500,default-lt,phn,,p_f
7077,a35845,,ts4501,ts4504,default-lt,phn,,o
7078,a35846,,ts4505,ts4506,default-lt,phn,,l
7079,a35847,,ts4507,ts4511,default-lt,phn,,i
7080,a35848,,ts4526,ts4534,default-lt,phn,,k
7081,a35849,,ts4535,ts4536,default-lt,phn,,wi
7082,a35850,,ts4537,ts4540,default-lt,phn,,n
7083,a35851,,ts4541,ts4542,default-lt,phn,,d
7084,a35852,,ts4543,ts4560,default-lt,phn,,iE
7085,a35853,,ts4561,ts4564,default-lt,phn,,kk
7086,a35854,,ts4565,ts4569,default-lt,phn,,o
7087,a35855,,ts4570,ts4574,default-lt,phn,,s
7088,a35856,,ts4575,ts4576,default-lt,phn,,p
7089,a35857,,ts4577,ts4580,default-lt,phn,,j!e
7090,a35858,,ts4581,ts4583,default-lt,phn,,G
7091,a35859,,ts4584,ts4587,default-lt,phn,,a
7092,a35860,,ts4588,ts4591,default-lt,phn,,t
7093,a35861,,ts4592,ts4597,default-lt,phn,,e
7094,a35862,,ts4598,ts4602,default-lt,phn,,d
7095,a35863,,ts4603,ts4606,default-lt,phn,,e
7096,a35864,,ts4607,ts4612,default-lt,phn,,ll
7097,a35865,,ts4613,ts4618,default-lt,phn,,e
7098,a35866,,ts4619,ts4622,default-lt,phn,,s
7099,a35867,,ts4623,ts4624,default-lt,phn,,e
7100,a35868,,ts4625,ts4633,default-lt,phn,,tts
7101,a35869,,ts4634,ts4637,default-lt,phn,,jo
7102,a35870,,ts4638,ts4640,default-lt,phn,,n
7103,a35871,,ts4641,ts4644,default-lt,phn,,i
7104,a35872,,ts4645,ts4648,default-lt,phn,,s
7105,a35873,,ts4649,ts4656,default-lt,phn,,p
7106,a35874,,ts4657,ts4660,default-lt,phn,,e
7107,a35875,,ts4661,ts4663,default-lt,phn,,S
7108,a35876,,ts4664,ts4667,default-lt,phn,,a
7109,a35877,,ts4668,ts4673,default-lt,phn,,l
7110,a35878,,ts4674,ts4679,default-lt,phn,,i
7111,a35879,,ts4680,ts4683,default-lt,phn,,d
7112,a35880,,ts4684,ts4687,default-lt,phn,,e
7113,a35881,,ts4688,ts4691,default-lt,phn,,d
7114,a35882,,ts4692,ts4695,default-lt,phn,,i
7115,a35883,,ts4696,ts4697,default-lt,phn,,k
7116,a35884,,ts4698,ts4701,default-lt,phn,,a
7117,a35885,,ts4702,ts4704,default-lt,phn,,t
7118,a35886,,ts4705,ts4717,default-lt,phn,,Ea
7119,a35887,,ts4718,ts4721,default-lt,phn,,d
7120,a35888,,ts4722,ts4723,default-lt,phn,,a
7121,a35889,,ts4724,ts4727,default-lt,phn,,l
7122,a35890,,ts4728,ts4730,default-lt,phn,,k
7123,a35891,,ts4731,ts4738,default-lt,phn,,u
7124,a35892,,ts4739,ts4740,default-lt,phn,,n
7125,a35893,,ts4741,ts4759,default-lt,phn,,E
7126,a35894,,ts4760,ts4764,default-lt,phn,,g
7127,a35895,,ts4765,ts4766,default-lt,phn,,l
7128,a35896,,ts4767,ts4770,default-lt,phn,,O
7129,a35897,,ts4771,ts4773,default-lt,phn,,r
7130,a35898,,ts4774,ts4781,default-lt,phn,,jE
7131,a35899,,ts4795,ts4808,default-lt,phn,,m
7132,a35900,,ts4809,ts4811,default-lt,phn,,d
7133,a35901,,ts4812,ts4819,default-lt,phn,,e
7134,a35902,,ts4820,ts4822,default-lt,phn,,&l
7135,a35903,,ts4823,ts4828,default-lt,phn,,a
7136,a35904,,ts4829,ts4831,default-lt,phn,,t
7137,a35905,,ts4832,ts4833,default-lt,phn,,r
7138,a35906,,ts4834,ts4837,default-lt,phn,,!a
7139,a35907,,ts4838,ts4841,default-lt,phn,,d
7140,a35908,,ts4842,ts4846,default-lt,phn,,i
7141,a35909,,ts4847,ts4852,default-lt,phn,,tts
7142,a35910,,ts4853,ts4856,default-lt,phn,,@
7143,a35911,,ts4857,ts4859,default-lt,phn,,n
7144,a35912,,ts4860,ts4869,default-lt,phn,,!E~
7145,a35913,,ts4870,ts4872,default-lt,phn,,n
7146,a35914,,ts4873,ts4876,default-lt,phn,,a
7147,a35915,,ts4877,ts4879,default-lt,phn,,B
7148,a35916,,ts4880,ts4883,default-lt,phn,,o
7149,a35917,,ts4884,ts4886,default-lt,phn,,l
7150,a35918,,ts4887,ts4891,default-lt,phn,,e
7151,a35919,,ts4892,ts4895,default-lt,phn,,t
7152,a35920,,ts4896,ts4899,default-lt,phn,,a
7153,a35921,,ts4900,ts4901,default-lt,phn,,n
7154,a35922,,ts4902,ts4908,default-lt,phn,,a
7155,a35923,,ts4920,ts4924,default-lt,phn,,s
7156,a35924,,ts4925,ts4930,default-lt,phn,,i
7157,a35925,,ts4931,ts4932,default-lt,phn,,B
7158,a35926,,ts4933,ts4934,default-lt,phn,,E
7159,a35927,,ts4935,ts4936,default-lt,phn,,n
7160,a35928,,ts4937,ts4942,default-lt,phn,,ts
7161,a35929,,ts4943,ts4948,default-lt,phn,,i
7162,a35930,,ts4949,ts4952,default-lt,phn,,B
7163,a35931,,ts4953,ts4956,default-lt,phn,,e
7164,a35932,,ts4957,ts4962,default-lt,phn,,r
7165,a35933,,ts4963,ts4966,default-lt,phn,,E
7166,a35934,,ts4967,ts4969,default-lt,phn,,z
7167,a35935,,ts4970,ts4971,default-lt,phn,,E
7168,a35936,,ts4972,ts4975,default-lt,phn,,m
7169,a35937,,ts4976,ts4977,default-lt,phn,,p
7170,a35938,,ts4978,ts4997,default-lt,phn,,jOa
7171,a35939,,ts4998,ts5000,default-lt,phn,,&l
7172,a35940,,ts5001,ts5010,default-lt,phn,,a
7173,a35941,,ts5011,ts5013,default-lt,phn,,s
7174,a35942,,ts5014,ts5015,default-lt,phn,,e
7175,a35943,,ts5016,ts5019,default-lt,phn,,tts
7176,a35944,,ts5020,ts5023,default-lt,phn,,!o
7177,a35945,,ts5024,ts5027,default-lt,phn,,n
7178,a35946,,ts5028,ts5034,default-lt,phn,,e
7179,a35947,,ts5035,ts5039,default-lt,phn,,p
7180,a35948,,ts5040,ts5041,default-lt,phn,,r
7181,a35949,,ts5042,ts5045,default-lt,phn,,e
7182,a35950,,ts5046,ts5049,default-lt,phn,,s
7183,a35951,,ts5050,ts5055,default-lt,phn,,e
7184,a35952,,ts5056,ts5058,default-lt,phn,,p
7185,a35953,,ts5059,ts5062,default-lt,phn,,ja
7186,a35954,,ts5063,ts5065,default-lt,phn,,l
7187,a35955,,ts5066,ts5071,default-lt,phn,,E
7188,a35956,,ts5078,ts5086,default-lt,phn,,d
7189,a35957,,ts5087,ts5090,default-lt,phn,,o
7190,a35958,,ts5091,ts5093,default-lt,phn,,v
7191,a35959,,ts5094,ts5103,default-lt,phn,,#ea
7192,a35960,,ts5104,ts5107,default-lt,phn,,pp
7193,a35961,,ts5108,ts5109,default-lt,phn,,#u
7194,a35962,,ts5110,ts5113,default-lt,phn,,n
7195,a35963,,ts5114,ts5115,default-lt,phn,,t
7196,a35964,,ts5116,ts5121,default-lt,phn,,#o
7197,a35965,,ts5122,ts5127,default-lt,phn,,s
7198,a35966,,ts5128,ts5131,default-lt,phn,,O
7199,a35967,,ts5132,ts5134,default-lt,phn,,n
7200,a35968,,ts5135,ts5140,default-lt,phn,,o
