,ANNOTATION_ID,Begin Time,End Time,Nr,ORT
1847,a32027,684990.0,685100.0,1802,non
1848,a32028,685100.0,685200.0,1803,so
1849,a32029,685200.0,685332.0,1804,se
1850,a32030,685332.0,685477.0,1805,vi
1851,a32031,685477.0,685819.0,1806,rendete
1852,a32032,685819.0,686114.0,1807,conto
1853,a32033,686114.0,686220.0,1808,di
1854,a32034,686220.0,686310.0,1809,che
1855,a32035,686310.0,687250.0,1810,materiali
1856,a32036,687250.0,687764.0,1811,<eeh>
1857,a32037,687764.0,687880.0,1812,è
1858,a32038,687880.0,688600.0,1813,fatto
1859,a32039,688600.0,688886.0,1814,<breath>
1860,a32040,688886.0,689519.0,1815,<inspiration>
1861,a32041,689519.0,691080.0,1816,<lp>
1862,a32042,691080.0,691700.0,1817,difficile
1863,a32043,691700.0,692530.0,1818,<breath>
1864,a32044,692530.0,693220.0,1819,<inspiration>
1865,a32045,693220.0,693610.0,1820,<tongue-click>
1866,a32046,693610.0,693688.0,1821,in
1867,a32047,693688.0,694289.0,1822,realtà
1868,a32048,694289.0,694685.0,1823,<eeh>
1869,a32049,694685.0,695120.0,1824,per
1870,a32050,695120.0,695630.0,1825,capire
1871,a32051,695630.0,696600.0,1826,veramente
1872,a32052,696600.0,696923.0,1827,<inspiration>
1873,a32053,696923.0,697050.0,1828,di
1874,a32054,697050.0,697226.0,1829,cosa
1875,a32055,697226.0,697284.0,1830,è
1876,a32056,697284.0,697610.0,1831,fatto
1877,a32057,697610.0,698153.0,1832,quest'altare
1878,a32058,698153.0,698530.0,1833,bisogna
1879,a32059,698530.0,699140.0,1834,avvicinarsi
1880,a32060,699140.0,699880.0,1835,moltissimo
1881,a32061,699880.0,700357.0,1836,<inspiration>
1882,a32062,700357.0,700590.0,1837,<sp>
1883,a32063,700590.0,700860.0,1838,perché
1884,a32064,700860.0,700910.0,1839,in
1885,a32065,700910.0,701050.0,1840,una
1886,a32066,701050.0,701360.0,1841,chiesa
1887,a32067,701360.0,701614.0,1842,ricca
1888,a32068,701614.0,701810.0,1843,come
1889,a32069,701810.0,702080.0,1844,questa
1890,a32070,702080.0,702150.0,1845,ci
1891,a32071,702150.0,702770.0,1846,aspetteremmo
1892,a32072,702770.0,703170.0,1847,appunto
1893,a32073,703170.0,703257.0,1848,di
1894,a32074,703257.0,703550.0,1849,vedere
1895,a32075,703550.0,703660.0,1850,un
1896,a32076,703660.0,704310.0,1851,altare
1897,a32077,704310.0,705070.0,1852,<inspiration>
1898,a32078,705070.0,705499.0,1853,<eeh>
1899,a32079,705499.0,706170.0,1854,decorato
1900,a32080,706170.0,706343.0,1855,per
1901,a32081,706343.0,706950.0,1856,l'appunto
1902,a32082,706950.0,707341.0,1857,con
1903,a32083,707341.0,707439.0,1858,le
1904,a32084,707439.0,707940.0,1859,stesse
1905,a32085,707940.0,708300.0,1860,pietre
1906,a32086,708300.0,709116.0,1861,pregiate
1907,a32087,709116.0,709216.0,1862,che
1908,a32088,709216.0,709520.0,1863,abbiamo
1909,a32089,709520.0,709800.0,1864,visto
1910,a32090,709800.0,710170.0,1865,prima
1911,a32091,710170.0,710420.0,1866,<inspiration>
1912,a32092,710420.0,710516.0,1867,in
1913,a32093,710516.0,710910.0,1868,realtà
1914,a32094,710910.0,711130.0,1869,<sp>
1915,a32095,711130.0,711528.0,1870,l'altare
1916,a32096,711528.0,711638.0,1871,di
1917,a32097,711638.0,712000.0,1872,legno
1918,a32098,712000.0,712330.0,1873,<breath>
1919,a32099,712330.0,712658.0,1874,<laughter>
1920,a32100,712658.0,713008.0,1875,<inspiration>
1921,a32101,713008.0,713238.0,1876,quindi
1922,a32102,713238.0,713270.0,1877,è
1923,a32103,713270.0,713661.0,1878,stato
1924,a32104,713661.0,714310.0,1879,disegnato
1925,a32105,714310.0,714624.0,1880,sì
1926,a32106,714624.0,714880.0,1881,da
1927,a32107,714880.0,715140.0,1882,uno
1928,a32108,715140.0,715247.0,1883,dei
1929,a32109,715247.0,715417.0,1884,più
1930,a32110,715417.0,715880.0,1885,grandi
1931,a32111,715880.0,716560.0,1886,pittori
1932,a32112,716560.0,716590.0,1887,e
1933,a32113,716590.0,717442.0,1888,architetti
1934,a32114,717442.0,717550.0,1889,a
1935,a32115,717550.0,717930.0,1890,cavallo
1936,a32116,717930.0,718005.0,1891,tra
1937,a32117,718005.0,718080.0,1892,il
1938,a32118,718080.0,718490.0,1893,Seicento
1939,a32119,718490.0,718511.0,1894,e
1940,a32120,718511.0,718529.0,1895,il
1941,a32121,718529.0,719180.0,1896,Settecento
1942,a32122,719180.0,719840.0,1897,Solimena
1943,a32123,719840.0,720316.0,1898,<sp>
1944,a32124,720316.0,721025.0,1899,<inspiration>
1945,a32125,721025.0,721390.0,1900,<sp>
1946,a32126,721390.0,721640.0,1901,ma
1947,a32127,721640.0,721820.0,1902,<sp>
1948,a32128,721820.0,721940.0,1903,è
1949,a32129,721940.0,722463.0,1904,rimasto
1950,a32130,722463.0,723371.0,1905,appunto
1951,,,,1905,<oo>
1952,a32131,723371.0,724620.0,1906,<ehm>
1953,a32132,724620.0,724928.0,1907,<breath>
1954,a32133,724928.0,725100.0,1908,un
1955,a32134,725100.0,725883.0,1909,altare
1956,a32135,725883.0,726270.0,1910,di
1957,a32136,726270.0,726340.0,1911,un
1958,a32137,726340.0,726873.0,1912,materiale
1959,a32138,726873.0,727210.0,1913,molto
1960,a32139,727210.0,727411.0,1914,meno
1961,a32140,727411.0,727815.0,1915,nobile
1962,a32141,727815.0,728030.0,1916,cioè
1963,a32142,728030.0,728170.0,1917,il
1964,a32143,728170.0,728668.0,1918,legno
1965,a32144,728668.0,729520.0,1919,anche
1966,a32145,729520.0,730100.0,1920,<vocal>
1967,a32146,730100.0,730210.0,1921,gli
1968,a32147,730210.0,730810.0,1922,angeli
1969,a32148,730810.0,730930.0,1923,che
1970,a32149,730930.0,731410.0,1924,vedete
1971,a32150,731410.0,731610.0,1925,ai
1972,a32151,731610.0,732120.0,1926,lati
1973,a32152,732120.0,733110.0,1927,dell'altare
1974,a32153,733110.0,733670.0,1928,<inspiration>
1975,a32154,733670.0,733850.0,1929,sono
1976,a32155,733850.0,734003.0,1930,lì
1977,a32156,734003.0,734130.0,1931,per
1978,a32157,734130.0,735134.0,1932,ingannarci
1979,a32158,735134.0,735289.0,1933,<sp>
1980,a32159,735289.0,735600.0,1934,perché
1981,a32160,735600.0,735770.0,1935,con
1982,a32161,735770.0,736130.0,1936,questo
1983,a32162,736130.0,736725.0,1937,colore
1984,a32163,736725.0,737710.0,1938,argenteo
1985,a32164,737710.0,738300.0,1939,appunto
1986,a32165,738300.0,739180.0,1940,simulano
1987,a32166,739180.0,739380.0,1941,<sp>
1988,a32167,739380.0,739470.0,1942,un
1989,a32168,739470.0,740170.0,1943,metallo
1990,a32169,740170.0,740382.0,1944,<breath
1991,a32170,740382.0,740910.0,1945,<inspiration>
1992,a32171,740910.0,741160.0,1946,ma
1993,a32172,741160.0,741327.0,1947,in
1994,a32173,741327.0,741861.0,1948,realtà
1995,a32174,741861.0,742130.0,1949,sono
1996,a32175,742130.0,742396.0,1950,fatti
1997,a32176,742396.0,742490.0,1951,di
1998,a32177,742490.0,743190.0,1952,cartapesta
1999,a32178,743190.0,743503.0,1953,<sp>
2000,a32179,743503.0,743720.0,1954,quindi
2001,a32180,743720.0,744070.0,1955,ancora
2002,a32181,744070.0,744140.0,1956,in
2003,a32182,744140.0,744510.0,1957,questo
2004,a32183,744510.0,745052.0,1958,caso
2005,a32184,745052.0,745285.0,1959,<sp>
2006,a32185,745285.0,745750.0,1960,<laughter>
2007,a32186,745750.0,745880.0,1961,in
2008,a32187,745880.0,746341.0,1962,verità
2009,a32188,746341.0,746793.0,1963,<inspiration>
2010,a32189,746793.0,747020.0,1964,<eeh>
2011,a32190,747020.0,747300.0,1965,stiamo
2012,a32191,747300.0,747666.0,1966,parlando
2013,a32192,747666.0,747730.0,1967,di
2014,a32193,747730.0,747795.0,1968,un
2015,a32194,747795.0,748259.0,1969,materiale
2016,a32195,748259.0,748600.0,1970,molto
2017,a32196,748600.0,748980.0,1971,povero
2018,a32197,748980.0,749420.0,1972,<inspiration>
2019,a32198,749420.0,749540.0,1973,mi
2020,a32199,749540.0,749920.0,1974,piace
2021,a32200,749920.0,750490.0,1975,ricordarvi
2022,a32201,750490.0,750739.0,1976,anche
2023,a32202,750739.0,750870.0,1977,il
2024,a32203,750870.0,751240.0,1978,nome
2025,a32204,751240.0,751340.0,1979,di
2026,a32205,751340.0,752310.0,1980,questo/
2027,,,,1980,<oo>
2028,,,,1980,/
2029,a32206,752310.0,753060.0,1981,dell'autore
2030,a32207,753060.0,753243.0,1982,di
2031,a32208,753243.0,753610.0,1983,questi
2032,a32209,753610.0,754190.0,1984,angeli
2033,a32210,754190.0,754820.0,1985,perché
2034,a32211,754820.0,755700.0,1986,<ehm>
2035,a32212,755700.0,756033.0,1987,<inspiration>
2036,a32213,756033.0,756165.0,1988,è
2037,a32214,756165.0,756290.0,1989,uno
2038,a32215,756290.0,757276.0,1990,scultore
2039,a32216,757276.0,757650.0,1991,<inspiration>
2040,a32217,757650.0,758031.0,1992,molto
2041,a32218,758031.0,758300.0,1993,noto
2042,a32219,758300.0,758930.0,1994,soprattutto
2043,a32220,758930.0,758980.0,1995,ai
2044,a32221,758980.0,759740.0,1996,napoletani
2045,a32222,759740.0,760688.0,1997,<lp>
2046,a32223,760688.0,760840.0,1998,<tongue-click>
2047,a32224,760840.0,761067.0,1999,è
2048,a32225,761067.0,761480.0,2000,Giuseppe
2049,a32226,761480.0,762260.0,2001,Sammartino
2050,a32227,762260.0,762840.0,2002,<lp>
2051,a32228,762840.0,762995.0,2003,che
2052,a32229,762995.0,763100.0,2004,è
2053,a32230,763100.0,763560.0,2005,colui
2054,a32231,763560.0,763670.0,2006,che
2055,a32232,763670.0,763745.0,2007,ha
2056,a32233,763745.0,764560.0,2008,realizzato
2057,a32234,764560.0,764610.0,2009,il
2058,a32235,764610.0,765340.0,2010,famosissimo
2059,a32236,765340.0,765680.0,2011,Cristo
2060,a32237,765680.0,766310.0,2012,velato
2061,a32238,766310.0,766460.0,2013,<sp>
2062,a32239,766460.0,767220.0,2014,all'interno
2063,a32240,767220.0,767260.0,2015,che
2064,a32241,767260.0,767410.0,2016,si
2065,a32242,767410.0,767526.0,2017,può
2066,a32243,767526.0,767800.0,2018,vedere
2067,a32244,767800.0,768110.0,2019,ancora
2068,a32245,768110.0,768410.0,2020,oggi
2069,a32246,768410.0,768910.0,2021,all'interno
2070,a32247,768910.0,769120.0,2022,della
2071,a32248,769120.0,769500.0,2023,Cappella
2072,a32249,769500.0,769953.0,2024,Sansevera
2073,a32250,769953.0,770292.0,2025,<inspiration>
2074,a32251,770292.0,770355.0,2026,a
2075,a32252,770355.0,770790.0,2027,Sansevero
2076,a32253,770790.0,771070.0,2028,perché
2077,a32254,771070.0,771510.0,2029,molti
2078,a32255,771510.0,771780.0,2030,anche
2079,a32256,771780.0,771830.0,2031,a
2080,a32257,771830.0,772333.0,2032,Napoli
2081,a32258,772333.0,772810.0,2033,pensano
2082,a32259,772810.0,773070.0,2034,che
2083,a32260,773070.0,773830.0,2035,<lp>
2084,a32261,773830.0,774400.0,2036,Sammartino
2085,a32262,774400.0,774620.0,2037,abbia
2086,a32263,774620.0,774930.0,2038,fatto
2087,a32264,774930.0,775190.0,2039,solo
2088,a32265,775190.0,775270.0,2040,il
2089,a32266,775270.0,775620.0,2041,Cristo
2090,a32267,775620.0,776230.0,2042,velato
2091,a32268,776230.0,776300.0,2043,e
2092,a32269,776300.0,776437.0,2044,poi
2093,a32270,776437.0,776490.0,2045,a
2094,a32271,776490.0,776530.0,2046,un
2095,a32272,776530.0,776769.0,2047,certo
2096,a32273,776769.0,776975.0,2048,punto
2097,a32274,776975.0,777230.0,2049,sia
2098,a32275,777230.0,777682.0,2050,<inspiration>
2099,a32276,777682.0,778687.0,2051,svanito
2100,a32277,778687.0,779151.0,2052,<eeh>
2101,a32278,779151.0,779400.0,2053,nel
2102,a32279,779400.0,780050.0,2054,nulla
2103,a32280,780050.0,780160.0,2055,in
2104,a32281,780160.0,780596.0,2056,realtà
2105,a32282,780596.0,780680.0,2057,è
2106,a32283,780680.0,780920.0,2058,stato
2107,a32284,780920.0,781400.0,2059,appunto
2108,a32285,781400.0,781470.0,2060,il
2109,a32286,781470.0,781620.0,2061,più
2110,a32287,781620.0,781950.0,2062,grande
2111,a32288,781950.0,782460.0,2063,scultore
2112,a32289,782460.0,783050.0,2064,napoletano
2113,a32290,783050.0,783400.0,2065,<inspiration>
2114,a32291,783400.0,783500.0,2066,di
2115,a32292,783500.0,783980.0,2067,quel
2116,a32293,783980.0,784190.0,2068,<sp>
2117,a32294,784190.0,784340.0,2069,di
2118,a32295,784340.0,784490.0,2070,quel
2119,a32296,784490.0,784919.0,2071,periodo
2120,a32297,784919.0,785182.0,2072,<inspiration>
2121,a32298,785182.0,785328.0,2073,più
2122,a32299,785328.0,785850.0,2074,tardi
2123,a32300,785850.0,786230.0,2075,durante
2124,a32301,786230.0,786302.0,2076,la
2125,a32302,786302.0,786690.0,2077,nostra
2126,a32303,786690.0,787116.0,2078,visita
2127,a32304,787116.0,787451.0,2079,avremo
2128,a32305,787451.0,787753.0,2080,modo
2129,a32306,787753.0,787880.0,2081,di
2130,a32307,787880.0,788450.0,2082,vedere
2131,a32308,788450.0,788780.0,2083,<sp>
2132,a32309,788780.0,789107.0,2084,quello
2133,a32310,789107.0,789230.0,2085,che
2134,a32311,789230.0,789518.0,2086,c'è
2135,a32312,789518.0,789695.0,2087,alle
2136,a32313,789695.0,790340.0,2088,spalle
2137,a32314,790340.0,790620.0,2089,<lp>
2138,a32315,790620.0,791160.0,2090,dell'altare
